lat,lon,idh
-33.51,-70.61,0.803924005453278
-33.51,-70.6,0.8125132075286444
-33.51,-70.58,0.7636296232014683
-33.51,-70.57,0.7550601083906727
-33.51,-70.56,0.7459966104793612
-33.51,-70.54,0.7506533742735461
-33.5,-70.76,0.7997553833363021
-33.5,-70.75,0.7997553833363021
-33.5,-70.74,0.7915529173698846
-33.5,-70.72,0.7646158122833859
-33.5,-70.69,0.7674240789909046
-33.5,-70.68,0.770314394387969
-33.5,-70.67,0.7797874685034114
-33.5,-70.66,0.8395213523076227
-33.5,-70.65,0.8409251623090529
-33.5,-70.64,0.8192742960308632
-33.5,-70.63,0.7914565690083784
-33.5,-70.62,0.7948232976602472
-33.5,-70.61,0.8381151932386584
-33.5,-70.6,0.8382931747620189
-33.5,-70.59,0.8127936105654523
-33.5,-70.58,0.7327121332354805
-33.5,-70.57,0.7316451108302772
-33.5,-70.53,0.7401512812402996
-33.49,-70.78,0.7997553833363021
-33.49,-70.77,0.7997553833363021
-33.49,-70.76,0.7997553833363023
-33.49,-70.75,0.7997553833363021
-33.49,-70.74,0.7997553833363021
-33.49,-70.73,0.7750950602303048
-33.49,-70.72,0.7646158122833859
-33.49,-70.71,0.7646158122833859
-33.49,-70.7,0.764616012644142
-33.49,-70.67,0.7715895792373196
-33.49,-70.66,0.8165992971374915
-33.49,-70.65,0.8409251623090529
-33.49,-70.64,0.8135539560272165
-33.49,-70.63,0.7914565690083784
-33.49,-70.62,0.8061360526714105
-33.49,-70.61,0.8382931747620188
-33.49,-70.6,0.8382931747620189
-33.49,-70.59,0.8382931747620189
-33.49,-70.58,0.7594736853852325
-33.49,-70.55,0.7316451108302772
-33.49,-70.54,0.7316451108302772
-33.48,-70.77,0.7997553833363021
-33.48,-70.75,0.7997553833363021
-33.48,-70.73,0.792783612557733
-33.48,-70.71,0.7663489098368518
-33.48,-70.69,0.7665051710491008
-33.48,-70.68,0.7706097970054269
-33.48,-70.66,0.7822432174136029
-33.48,-70.65,0.8409251623090529
-33.48,-70.64,0.8069178640115295
-33.48,-70.63,0.7914565690083784
-33.48,-70.62,0.843634639549605
-33.48,-70.61,0.8382931747620189
-33.48,-70.6,0.8382931747620189
-33.48,-70.59,0.8382931747620189
-33.48,-70.58,0.775788556710781
-33.48,-70.56,0.7316451108302772
-33.48,-70.54,0.7316451108302772
-33.48,-70.53,0.7316451108302772
-33.48,-70.52,0.7570902474593627
-33.47,-70.76,0.7996034188354649
-33.47,-70.75,0.7909660879519791
-33.47,-70.74,0.7803707278121436
-33.47,-70.73,0.7754902205443974
-33.47,-70.72,0.7692617322099863
-33.47,-70.71,0.7676039636200006
-33.47,-70.7,0.7676039636200006
-33.47,-70.69,0.7676039636200006
-33.47,-70.68,0.7676039636200007
-33.47,-70.67,0.769462600314837
-33.47,-70.64,0.7914565690083784
-33.47,-70.63,0.8706875498347308
-33.47,-70.61,0.9400683335994515
-33.47,-70.6,0.9332389808210255
-33.47,-70.59,0.935348623484297
-33.47,-70.58,0.8458046339235061
-33.47,-70.56,0.7316451108302772
-33.47,-70.55,0.7316451108302772
-33.47,-70.54,0.7316451108302772
-33.47,-70.53,0.7326229450434142
-33.47,-70.52,0.7657201232286643
-33.46,-70.93,0.7397829967674199
-33.46,-70.84,0.7664661095974201
-33.46,-70.76,0.7549848129370028
-33.46,-70.75,0.731874293467903
-33.46,-70.74,0.731874293467903
-33.46,-70.73,0.7540262872174662
-33.46,-70.72,0.7644785407821535
-33.46,-70.71,0.7633899247278467
-33.46,-70.7,0.7676039636200006
-33.46,-70.69,0.7676039636200006
-33.46,-70.68,0.7676039636200007
-33.46,-70.63,0.9463917392288124
-33.46,-70.62,0.9463917392288124
-33.46,-70.61,0.9463917392288124
-33.46,-70.6,0.9463917392288125
-33.46,-70.59,0.9463917392288124
-33.46,-70.58,0.9463917392288124
-33.46,-70.57,0.8292255366328903
-33.46,-70.56,0.8829669106289499
-33.46,-70.55,0.8931398697697672
-33.46,-70.54,0.903605494891774
-33.46,-70.53,0.8721759670296996
-33.46,-70.52,0.8288264878990659
-33.45,-70.88,0.7484653147820522
-33.45,-70.86,0.7365882293360787
-33.45,-70.79,0.7514905652635767
-33.45,-70.77,0.7421643848808195
-33.45,-70.76,0.731874293467903
-33.45,-70.75,0.731874293467903
-33.45,-70.74,0.7399323097272579
-33.45,-70.73,0.7523273113500395
-33.45,-70.72,0.7526656800373288
-33.45,-70.71,0.7549062798291027
-33.45,-70.7,0.7661934476659351
-33.45,-70.69,0.767246860035836
-33.45,-70.68,0.7676039636200007
-33.45,-70.63,0.9569338600392614
-33.45,-70.62,0.9529103135494157
-33.45,-70.61,0.9490388354079693
-33.45,-70.6,0.9469419380211324
-33.45,-70.59,0.9481249299339325
-33.45,-70.58,0.9463917392288124
-33.45,-70.57,0.9393249086587554
-33.45,-70.56,0.935337274246656
-33.45,-70.55,0.935337274246656
-33.45,-70.54,0.935337274246656
-33.45,-70.53,0.935337274246656
-33.45,-70.52,0.935337274246656
-33.44,-70.77,0.731874293467903
-33.44,-70.76,0.731874293467903
-33.44,-70.75,0.731874293467903
-33.44,-70.74,0.7408099637270967
-33.44,-70.73,0.7472007071064531
-33.44,-70.72,0.750237050637412
-33.44,-70.71,0.7573328218661892
-33.44,-70.7,0.7629315790312251
-33.44,-70.69,0.7632797127395352
-33.44,-70.68,0.7644271501212688
-33.44,-70.64,0.768213765676674
-33.44,-70.63,0.9684963211408518
-33.44,-70.62,0.9684963211408518
-33.44,-70.61,0.9684963211408518
-33.44,-70.6,0.9683283267842334
-33.44,-70.59,0.9598373343750315
-33.44,-70.57,0.9388027256280094
-33.44,-70.56,0.935337274246656
-33.44,-70.55,0.935337274246656
-33.44,-70.54,0.935337274246656
-33.44,-70.53,0.935337274246656
-33.44,-70.52,0.9353943739254545
-33.44,-70.51,0.9196104112472149
-33.43,-70.84,0.731874293467903
-33.43,-70.79,0.731874293467903
-33.43,-70.77,0.7284650661313031
-33.43,-70.75,0.7273230346123825
-33.43,-70.74,0.7216267074002979
-33.43,-70.73,0.718874075103435
-33.43,-70.72,0.7411093976310315
-33.43,-70.71,0.7629315790312251
-33.43,-70.7,0.7629315790312251
-33.43,-70.69,0.7629315790312251
-33.43,-70.68,0.7627063207000913
-33.43,-70.67,0.7584017076357721
-33.43,-70.66,0.7639347685882532
-33.43,-70.65,0.7401846477419899
-33.43,-70.64,0.7425214901288941
-33.43,-70.63,0.9641195218453266
-33.43,-70.62,0.9684963211408518
-33.43,-70.61,0.9684963211408518
-33.43,-70.6,0.9684963211408518
-33.43,-70.59,0.9656704253854328
-33.43,-70.58,0.9495438753958714
-33.43,-70.57,0.9477047725751975
-33.43,-70.56,0.9469592469011224
-33.43,-70.55,0.9456316850213851
-33.43,-70.54,0.9471188877935885
-33.43,-70.53,0.9505310394484427
-33.43,-70.52,0.9531898721038883
-33.42,-70.76,0.7193542108103804
-33.42,-70.75,0.718874075103435
-33.42,-70.74,0.718874075103435
-33.42,-70.72,0.726919752623814
-33.42,-70.71,0.7629315790312251
-33.42,-70.7,0.7629315790312251
-33.42,-70.69,0.7498154450453958
-33.42,-70.68,0.7395855220133302
-33.42,-70.67,0.762466952130425
-33.42,-70.66,0.763934768588253
-33.42,-70.65,0.7419198347957683
-33.42,-70.64,0.731329961073421
-33.42,-70.62,0.9191589167691467
-33.42,-70.61,0.968070885646209
-33.42,-70.6,0.9627867066096285
-33.42,-70.59,0.9560052671084651
-33.42,-70.58,0.9556825808906048
-33.42,-70.57,0.9556825808906048
-33.42,-70.56,0.9556825808906048
-33.42,-70.55,0.9556825808906048
-33.42,-70.54,0.9556825808906048
-33.42,-70.53,0.9556825808906048
-33.42,-70.51,0.9556825808906048
-33.41,-70.78,0.7273923595812816
-33.41,-70.76,0.725245272312234
-33.41,-70.75,0.7246383306046764
-33.41,-70.74,0.7244825435620863
-33.41,-70.72,0.7293884113982071
-33.41,-70.71,0.7509750136287289
-33.41,-70.7,0.741266788276862
-33.41,-70.69,0.7265529405478387
-33.41,-70.68,0.749109018445902
-33.41,-70.66,0.7632698832021423
-33.41,-70.65,0.732795792239666
-33.41,-70.64,0.7288316051799673
-33.41,-70.62,0.7620350602443111
-33.41,-70.61,0.9280242484665262
-33.41,-70.6,0.9676719710014314
-33.41,-70.59,0.9573827113820298
-33.41,-70.58,0.9556825808906048
-33.41,-70.57,0.9556825808906048
-33.41,-70.56,0.9556825808906048
-33.41,-70.55,0.9556825808906048
-33.41,-70.54,0.9556825808906048
-33.41,-70.53,0.9556825808906048
-33.41,-70.52,0.9556825808906048
-33.41,-70.51,0.9556825808906048
-33.41,-70.5,0.9202704182936269
-33.4,-70.79,0.731874293467903
-33.4,-70.77,0.7273512291328088
-33.4,-70.75,0.7263151016934838
-33.4,-70.74,0.7285748561010537
-33.4,-70.71,0.7313643910579011
-33.4,-70.7,0.7263151016934838
-33.4,-70.69,0.7297571365783787
-33.4,-70.67,0.757505440193253
-33.4,-70.66,0.7454451876673296
-33.4,-70.64,0.7288316051799673
-33.4,-70.63,0.7285904388819688
-33.4,-70.62,0.7222272695793313
-33.4,-70.6,0.9942320106366593
-33.4,-70.59,0.993371675879738
-33.4,-70.58,0.980757483167618
-33.4,-70.57,0.9658556650524786
-33.4,-70.56,0.9563474321391687
-33.4,-70.55,0.9556825808906048
-33.4,-70.54,0.9556825808906048
-33.4,-70.53,0.9556825808906048
-33.4,-70.52,0.9556825808906048
-33.4,-70.51,0.9556825808906048
-33.4,-70.5,0.9556825808906048
-33.39,-70.79,0.7260735807488121
-33.39,-70.77,0.7306577207539957
-33.39,-70.75,0.7387984064158669
-33.39,-70.69,0.7333012765598065
-33.39,-70.68,0.7495846367499207
-33.39,-70.67,0.7495846367499206
-33.39,-70.66,0.7448587758845902
-33.39,-70.65,0.7288316051799673
-33.39,-70.64,0.7272711371712235
-33.39,-70.62,0.7125485823428757
-33.39,-70.61,0.7328263261556893
-33.39,-70.6,0.9529601706282076
-33.39,-70.59,0.9945839462335733
-33.39,-70.58,0.9945839462335733
-33.39,-70.57,0.9945839462335733
-33.39,-70.56,0.9914292134722222
-33.39,-70.55,0.9778681447505871
-33.39,-70.54,0.9619278193249103
-33.39,-70.53,0.9556825808906048
-33.39,-70.52,0.9556825808906048
-33.39,-70.51,0.9556825808906048
-33.39,-70.5,0.9550035719219796
-33.38,-70.77,0.7411264289954568
-33.38,-70.76,0.744819610668036
-33.38,-70.73,0.7519328816359879
-33.38,-70.69,0.7470345234595536
-33.38,-70.68,0.7495846367499207
-33.38,-70.66,0.7443229268314246
-33.38,-70.65,0.722298630493375
-33.38,-70.64,0.7144155444682169
-33.38,-70.63,0.7123752732431765
-33.38,-70.62,0.7123752732431767
-33.38,-70.61,0.7237902938255955
-33.38,-70.59,0.9937462680625917
-33.38,-70.58,0.9945839462335733
-33.38,-70.57,0.9945839462335733
-33.38,-70.56,0.9945839462335733
-33.38,-70.55,0.9945839462335733
-33.38,-70.54,0.994322100756954
-33.38,-70.53,0.9751861084172588
-33.38,-70.52,0.9561143639928382
-33.38,-70.51,0.9556825808906048
-33.38,-70.5,0.9556825808906048
-33.37,-70.76,0.7523336992806715
-33.37,-70.74,0.75315250079965
-33.37,-70.73,0.75315250079965
-33.37,-70.72,0.75315250079965
-33.37,-70.71,0.753055880471965
-33.37,-70.7,0.75220416361987
-33.37,-70.69,0.7449785135241714
-33.37,-70.68,0.7391678497617612
-33.37,-70.67,0.7260629074145899
-33.37,-70.66,0.7131224127389225
-33.37,-70.65,0.7123752732431767
-33.37,-70.63,0.7123752732431767
-33.37,-70.62,0.7123752732431767
-33.37,-70.61,0.7273111627041855
-33.37,-70.58,0.9203966812781148
-33.37,-70.56,0.9619905067319221
-33.37,-70.55,0.9820513620693041
-33.37,-70.54,0.9314657501551302
-33.37,-70.53,0.9196393933902669
-33.37,-70.52,0.9085179635151858
-33.37,-70.51,0.9036848793273519
-33.37,-70.48,0.8637705951391349
-33.36,-70.75,0.75315250079965
-33.36,-70.74,0.75315250079965
-33.36,-70.73,0.7531525007996499
-33.36,-70.7,0.7530296195384055
-33.36,-70.68,0.7123752732431767
-33.36,-70.63,0.7123752732431767
-33.36,-70.54,0.8545240491966138
-33.36,-70.53,0.8540463425731615
-33.36,-70.52,0.8540463425731615
-33.36,-70.51,0.8540463425731615
-33.36,-70.5,0.8638784601937531
-33.36,-70.49,0.8775379679565327
-33.36,-70.48,0.8543192960759589
-33.36,-70.35,0.831857125863177
-33.35,-70.75,0.7299141492033348
-33.35,-70.73,0.75315250079965
-33.35,-70.72,0.75315250079965
-33.35,-70.71,0.75315250079965
-33.35,-70.69,0.7309269295500266
-33.35,-70.67,0.7123752732431767
-33.35,-70.63,0.6945235114710533
-33.35,-70.52,0.8540463425731615
-33.35,-70.51,0.8540463425731615
-33.35,-70.29,0.8519158719882531
-33.34,-70.74,0.7531525007996499
-33.34,-70.71,0.75315250079965
-33.34,-70.7,0.7418605435245713
-33.34,-70.67,0.6926666528084242
-33.34,-70.55,0.8540463425731615
-33.34,-70.53,0.8540463425731615
-33.34,-70.51,0.8540463425731615
-33.34,-70.5,0.8540463425731615
-33.34,-70.49,0.8540463425731615
-33.34,-70.48,0.8540463425731615
-33.34,-70.47,0.8540463425731615
-33.33,-70.73,0.6958092415512144
-33.33,-70.72,0.6927680400020075
-33.33,-70.71,0.6912718732735047
-33.33,-70.56,0.848657078591052
-33.33,-70.54,0.8540463425731616
-33.33,-70.53,0.8540463425731616
-33.33,-70.29,0.8540463425731615
-33.33,-70.28,0.8501755368493666
-33.32,-70.56,0.7842341017868734
-33.31,-70.54,0.8540463425731615
-33.28,-70.54,0.7108735096245586
-33.19,-70.34,0.8324762177341418
-33.17,-70.33,0.7588415994449883
-33.15,-70.29,0.8100810551273236
